Soil Type,pH Level,Organic Matter (%),Nitrogen Content (kg/ha),Phosphorus Content (kg/ha),Potassium Content (kg/ha),Irrigation Method,,label
Loamy,8.248715842,2.928851172,29.48284388,13.80473649,50.47921751,Sprinkler Irrigation,,Citrus
Saline,8.186135658,2.071022239,26.63547334,23.31420547,44.46594174,Drip Irrigation,,Barley
Alkaline,7.185664876,0.690933401,22.59209614,13.30265113,40.6759517,Canal Irrigation,,Gram
Saline,7.035536759,1.747935663,29.63571156,29.44639398,41.19085653,Sprinkler Irrigation,,Tomato
Saline,7.210437945,1.759583105,33.48083999,17.41153714,39.55954378,Sprinkler Irrigation,,Mango
Loamy,7.300050469,2.134647376,29.77553485,20.91250515,36.649424,Drip Irrigation,,Guava
Clay,7.256147314,2.537166502,32.48200059,30.3753252,45.90064087,Sprinkler Irrigation,,Tomato
Clay,8.479918627,2.225306525,30.41386452,20.18391417,28.07846606,Drip Irrigation,,Fennel
Sandy,7.724242727,1.920731154,25.40990469,20.46188396,32.17688936,Sprinkler Irrigation,,Bajra
Loamy,6.848577618,2.226033919,28.22012958,20.14595252,43.48987015,Sprinkler Irrigation,,Coriander
Saline,7.283305217,2.876597401,28.17423693,15.79753507,43.43619225,Drip Irrigation,,Fenugreek
Alkaline,7.73577119,1.084427561,23.85778084,9.622059955,39.56965154,Canal Irrigation,,Opium
Loamy,7.93438625,1.406831786,32.93927944,23.09869392,30.44341554,Tube Well,,Guava
Clay,7.392106437,1.411119271,37.34892129,16.88864889,30.79866808,Sprinkler Irrigation,,Wheat
Nitrogenous,6.379042033,2.102727844,26.12196698,15.99832297,37.50506372,Canal Irrigation,,Tomato
Alkaline,7.869118615,1.428330504,30.43736877,21.16521476,36.40967608,Tube Well,,Onion
Nitrogenous,8.037671701,2.105334233,31.04767115,14.54187414,41.16924013,Sprinkler Irrigation,,Garlic
Clay,7.306943612,2.507610446,30.5399196,33.03429582,40.96703184,Tube Well,,Tomato
Nitrogenous,6.80038587,0.923543242,29.84606749,17.19034943,32.85547697,Sprinkler Irrigation,,Pomegranate
Loamy,8.332801607,1.81224998,33.49732123,10.62496306,45.89994265,Tube Well,,Chilli
Black lava soil,7.421126508,1.67916659,38.32675959,15.7191508,40.17783037,Drip Irrigation,,Coriander
Black lava soil,8.291058376,1.800267255,30.64593737,19.6836302,36.70125679,Canal Irrigation,,Onion
Nitrogenous,7.468553067,1.776061178,33.29071518,18.02358226,47.96482048,Drip Irrigation,,Maize
Saline,7.013617742,2.203311017,29.13685433,23.1933857,39.6821323,Sprinkler Irrigation,,Onion
Clay,8.094298412,2.924681071,34.21552666,25.81419289,37.09991834,Drip Irrigation,,Citrus
Saline,8.139732466,2.520862332,32.91772152,19.35241377,42.89928643,Tube Well,,Sugarcane
Chalky (Calcareous),7.923441052,1.942387884,28.07528556,22.70454259,44.38084584,Canal Irrigation,,Sugarcane
Saline,6.842279346,2.654722051,28.61555322,16.64139605,33.72919507,Drip Irrigation,,Pomegranate
Chalky (Calcareous),6.546096221,1.569807495,27.93197233,29.43843829,42.78276562,Tube Well,,Garlic
Saline,8.034189667,2.302060445,41.51819376,12.60277888,46.2961662,Drip Irrigation,,Coriander
Sandy,7.02712697,2.304123096,23.4143404,23.88013957,34.98891491,Canal Irrigation,,Onion
Black lava soil,6.458950648,2.276574578,27.25899851,29.61722897,36.12692515,Tube Well,,Guava
Alkaline,7.516951362,1.404796132,34.6298755,19.5446207,39.11202003,Sprinkler Irrigation,,Coriander
Loamy,8.100965835,2.004394221,30.28932024,18.67203683,43.42225239,Drip Irrigation,,Cumin
Chalky (Calcareous),8.209265673,0.756095672,36.38482693,21.69011741,33.96489176,Drip Irrigation,,Pomegranate
Chalky (Calcareous),7.657222295,1.820520807,33.64886469,15.34499144,40.21515487,Drip Irrigation,,Cotton
Saline,6.805728723,1.199864448,23.91358654,20.79731253,35.53606242,Canal Irrigation,,Garlic
Loamy,7.363577727,2.485087541,24.50795391,16.90438526,32.46737371,Canal Irrigation,,Wheat
Saline,7.340881236,1.609421811,28.7009993,27.99269056,44.01064229,Drip Irrigation,,Guava
Loamy,7.071613953,1.72222661,31.02194516,13.98925237,38.02159644,Canal Irrigation,,Fenugreek
Alkaline,7.389055864,1.325113465,38.84084647,21.59982596,32.965283,Drip Irrigation,,Chilli
Sandy,7.823003094,0.81417032,40.21034826,21.4763997,36.1175043,Tube Well,,Mango
Clay,7.309618298,1.365267367,29.15849788,22.99551666,33.96120304,Tube Well,,Tomato
Loamy,7.186842362,2.247031959,15.72686669,15.71574067,34.3697302,Drip Irrigation,,Mango
Sandy,7.556570229,1.818441669,19.9627157,18.05826531,38.47190444,Sprinkler Irrigation,,Bajra
Nitrogenous,8.037671701,2.105334233,31.04767115,14.54187414,41.16924013,Sprinkler Irrigation,,Garlic
Nitrogenous,7.983897235,2.199496079,35.25024521,21.62329118,40.71495317,Sprinkler Irrigation,,Oilseeds
Alkaline,7.026053641,1.582838477,33.82014891,12.28599242,36.83622485,Drip Irrigation,,Maize
Saline,7.269846619,2.515124847,28.09981577,17.9760231,45.66402349,Drip Irrigation,,Wheat
Chalky (Calcareous),7.816830512,1.650900163,38.39337337,10.44179725,46.55583749,Sprinkler Irrigation,,Cotton
Clay,8.072146534,1.306065725,33.81930176,19.73446599,37.24509098,Sprinkler Irrigation,,Opium
Saline,6.842279346,2.654722051,28.61555322,16.64139605,33.72919507,Drip Irrigation,,Pomegranate
Clay,8.427751657,2.112117372,28.26786747,11.9421632,38.6867024,Drip Irrigation,,Sugarcane
Nitrogenous,7.295156704,2.35616108,41.40825918,16.91179162,32.32479876,Tube Well,,Chilli
Saline,8.073015072,1.611314258,37.79394592,12.34769295,48.14821066,Drip Irrigation,,Gram
Loamy,7.454077618,1.956282336,32.74159814,24.74797286,39.70292409,Tube Well,,Mustard
Nitrogenous,8.257722404,2.190867084,28.13315787,17.49901091,39.15073821,Tube Well,,Tomato
Saline,7.718002888,2.421919755,31.96317058,22.26792762,32.08888417,Drip Irrigation,,Oilseeds
Sandy,7.768145455,0.901936089,29.18938012,20.71524385,44.24805994,Sprinkler Irrigation,,Sugarcane
Black lava soil,7.076751099,2.303973784,26.22250558,19.49006673,47.23472073,Canal Irrigation,,Oilseeds
Loamy,7.52511385,2.239753774,33.64470597,16.53824613,36.70480363,Drip Irrigation,,Fenugreek
Alkaline,6.921792092,2.425039666,32.08840376,20.53722187,41.9368574,Sprinkler Irrigation,,Fenugreek
Loamy,8.409885894,1.958455336,33.24440963,17.07799512,52.26184956,Tube Well,,Wheat
Sandy,7.207036163,2.164553389,36.26421317,17.75887692,36.53874835,Tube Well,,Guava
Alkaline,7.605698284,2.531328645,28.12183167,26.75557045,46.46372645,Tube Well,,Maize
Loamy,7.125600102,2.208400787,35.83560394,19.88474722,46.39287584,Canal Irrigation,,Chilli
Alkaline,8.268030591,2.298768853,26.44348387,20.58562108,41.18111823,Sprinkler Irrigation,,Sugarcane
Loamy,7.181206229,2.108341559,28.48324966,18.90566874,43.83121488,Sprinkler Irrigation,,Chilli
Loamy,7.018674494,2.346384516,35.52916533,24.30718263,41.25658324,Sprinkler Irrigation,,Onion
Chalky (Calcareous),6.784322576,1.357200443,21.92076765,21.86324093,40.83246564,Drip Irrigation,,Oilseeds
Loamy,8.098584014,1.59620433,28.88263747,14.77581843,48.91961298,Drip Irrigation,,Gram
Saline,6.974972605,1.545155106,33.79750019,16.91612319,33.26002108,Tube Well,,Guava
Clay,9.038430185,2.68005795,23.7772875,21.16434044,36.95996929,Canal Irrigation,,Oilseeds
Clay,7.72343625,1.8287254,30.85231885,15.18633717,38.9669436,Tube Well,,Gram
Clay,7.003566999,1.277397368,33.33134836,22.88989262,42.88681763,Sprinkler Irrigation,,Fennel
Sandy,7.251533987,1.908715513,25.05021104,19.82496195,35.94499568,Canal Irrigation,,Garlic
Saline,7.050600095,2.27550853,26.33258967,18.49587022,31.86344136,Tube Well,,Tomato
Loamy,7.037055048,1.943166655,29.28170235,19.17459717,40.15879728,Sprinkler Irrigation,,Citrus
Chalky (Calcareous),7.647485728,1.251371177,36.40469788,16.67288851,43.60951743,Canal Irrigation,,Fenugreek
Saline,7.347194693,2.365479488,26.74670086,9.548485506,39.14870877,Tube Well,,Garlic
Sandy,8.450134212,2.511528278,38.21770755,21.95563938,45.83754911,Canal Irrigation,,Oilseeds
Nitrogenous,8.257722404,2.190867084,28.13315787,17.49901091,39.15073821,Tube Well,,Tomato
Black lava soil,8.031970494,2.126284423,36.92266024,22.22099164,45.50661479,Sprinkler Irrigation,,Cotton
Loamy,6.804889037,2.07888072,24.51315841,12.61537536,36.30314296,Sprinkler Irrigation,,Bajra
Alkaline,7.888465846,2.803957531,36.76726824,26.73285831,47.2183516,Canal Irrigation,,Coriander
Sandy,7.134184131,2.945220343,30.24654166,23.84419838,36.95886746,Tube Well,,Gram
Loamy,8.196590629,2.419674557,34.36412176,15.16921638,39.60305788,Sprinkler Irrigation,,Sugarcane
Saline,8.034189667,2.302060445,41.51819376,12.60277888,46.2961662,Drip Irrigation,,Coriander
Black lava soil,7.387840515,2.429792436,30.39900742,25.69777768,38.06319018,Canal Irrigation,,Cotton
Saline,7.718002888,2.421919755,31.96317058,22.26792762,32.08888417,Drip Irrigation,,Oilseeds
Black lava soil,8.232605252,1.554228255,30.34852135,16.74671689,38.36676218,Sprinkler Irrigation,,Bajra
Clay,7.397561668,2.015697933,38.03789153,19.89719721,41.44591837,Sprinkler Irrigation,,Garlic
Saline,7.525830488,2.114537344,35.37159006,21.12169828,44.52008777,Canal Irrigation,,Guava
Black lava soil,7.737629302,2.585330815,21.72387644,22.92262026,38.6593043,Sprinkler Irrigation,,Pulses
Clay,7.997790757,2.851586305,21.80985471,11.06812267,36.88982597,Sprinkler Irrigation,,Guava
Saline,6.752981103,2.627572894,27.51163738,13.65931598,39.15870433,Canal Irrigation,,Tomato
Saline,7.984684651,1.684298722,30.26263184,16.22024647,41.80220838,Drip Irrigation,,Pomegranate
Black lava soil,6.906503306,2.52890709,27.05443934,15.32201851,39.11041062,Drip Irrigation,,Chilli
Black lava soil,7.730412433,2.524199944,29.59466447,28.72291935,44.29916781,Drip Irrigation,,Fenugreek
Alkaline,7.184928585,2.287020965,29.45067938,19.07956566,36.13903806,Sprinkler Irrigation,,Mango
Nitrogenous,7.720873368,2.613517299,22.0969803,26.2228258,51.15749456,Tube Well,,Coriander
Sandy,7.804133583,2.672967504,29.12676027,26.80084065,39.05153253,Sprinkler Irrigation,,Cotton
Saline,7.648938096,2.225077817,29.47820775,28.87745425,32.60401991,Drip Irrigation,,Mustard
Saline,8.0035786,2.258997388,30.13102376,18.48217837,39.59541331,Drip Irrigation,,Guava
Black lava soil,7.030422215,1.807806312,28.97116503,28.02809916,29.59629737,Canal Irrigation,,Cotton
Black lava soil,7.575703698,1.710524121,25.51816226,17.75652159,41.17129632,Canal Irrigation,,Maize
Black lava soil,7.892592541,1.111159519,33.57372825,18.83137971,43.53728855,Canal Irrigation,,Pulses
Chalky (Calcareous),6.546096221,1.569807495,27.93197233,29.43843829,42.78276562,Tube Well,,Garlic
Nitrogenous,7.929007098,1.585901864,19.90756068,20.72531873,43.96587844,Tube Well,,Barley
Black lava soil,6.609420793,0.88476599,31.13342124,17.19221127,37.23455092,Tube Well,,Mango
Clay,7.322896806,1.703767272,31.63536187,17.08969333,41.9952207,Canal Irrigation,,Tomato
Sandy,7.569826845,2.036668372,34.84384948,24.83589061,42.46988691,Canal Irrigation,,Citrus
Black lava soil,7.380944782,2.023001374,25.47692813,25.86378423,43.32708412,Drip Irrigation,,Mustard
Clay,7.04359454,1.791284809,31.72026961,21.7417087,35.51084967,Tube Well,,Pulses
Nitrogenous,7.853039457,1.878659362,24.86815396,26.15000286,35.17647287,Sprinkler Irrigation,,Maize
Sandy,7.753510136,1.971302317,23.02275748,16.4604453,38.68626626,Drip Irrigation,,Opium
Alkaline,7.918577243,1.839420481,22.07187147,25.70033923,35.81454933,Drip Irrigation,,Onion
Black lava soil,7.52984594,2.05309146,26.81095654,19.71081694,45.63894014,Drip Irrigation,,Cumin
Sandy,6.984022379,2.297745449,27.05052622,19.33915322,40.36139483,Sprinkler Irrigation,,Coriander
Nitrogenous,7.222356949,2.213981313,38.61537359,28.19628258,30.38614114,Canal Irrigation,,Tomato
Nitrogenous,7.1481448,2.846173286,30.72163236,6.483259764,41.69677906,Sprinkler Irrigation,,Coriander
Nitrogenous,8.082797448,1.970583573,28.89534138,20.95562117,34.25146264,Tube Well,,Coriander
Black lava soil,7.182229451,2.104161254,31.80184358,15.44677456,46.35532663,Drip Irrigation,,Garlic
Saline,8.126141831,2.080649771,33.22061884,20.40994407,31.23811452,Tube Well,,Pomegranate
Saline,6.805728723,1.199864448,23.91358654,20.79731253,35.53606242,Canal Irrigation,,Garlic
Saline,7.665056895,1.592994665,28.17161459,22.52135374,42.607247,Canal Irrigation,,Cotton
Black lava soil,7.572760599,1.692938717,30.7049135,27.94313464,43.47701237,Drip Irrigation,,Onion
Saline,7.336883148,1.327332256,28.59417979,22.52668574,42.63919675,Canal Irrigation,,Oilseeds
Sandy,7.973403783,2.027501468,32.11217486,17.66905694,38.16398033,Drip Irrigation,,Pulses
Saline,8.126141831,2.080649771,33.22061884,20.40994407,31.23811452,Tube Well,,Pomegranate
Loamy,8.100965835,2.004394221,30.28932024,18.67203683,43.42225239,Drip Irrigation,,Cumin
Clay,6.839560822,2.385700897,30.00554972,12.27783076,42.46441986,Canal Irrigation,,Cotton
Black lava soil,7.7930829,1.793793091,31.28599485,18.79667413,40.03940092,Sprinkler Irrigation,,Pulses
Clay,7.199027779,1.683384302,25.74693374,17.29496567,43.77832919,Drip Irrigation,,Pulses
Sandy,8.501213734,1.846214291,31.80113019,22.70660647,34.99685314,Tube Well,,Sugarcane
Black lava soil,7.345175143,2.573013788,15.81246779,19.91694829,39.47090621,Sprinkler Irrigation,,Citrus
Alkaline,7.291780783,2.000988422,37.66436678,13.27492758,35.69475164,Drip Irrigation,,Sugarcane
Black lava soil,7.304061617,1.491117845,24.86298224,18.13365877,43.22259246,Drip Irrigation,,Mustard
Black lava soil,6.813767226,2.161487252,29.69498014,22.50120235,37.33199847,Sprinkler Irrigation,,Wheat
Black lava soil,7.48937761,2.146768765,31.24708844,18.36663376,40.6237605,Tube Well,,Opium
Alkaline,6.679309942,2.006111774,24.01667204,18.67219744,46.85050927,Tube Well,,Guava
Loamy,7.36353334,1.582155497,35.48610096,24.33593706,37.51322814,Drip Irrigation,,Onion
Sandy,6.591010387,2.379856148,29.52770643,22.09804986,35.6805852,Tube Well,,Onion
Chalky (Calcareous),7.090697487,2.546053392,27.26047348,13.32068798,43.6206828,Tube Well,,Gram
Sandy,7.503136578,1.234232342,35.75133698,18.9735799,45.59274972,Canal Irrigation,,Fennel
Sandy,7.562950694,2.425562049,36.11927959,21.68977777,37.03879578,Drip Irrigation,,Fenugreek
Saline,6.901016785,2.443539888,31.43387056,19.26397361,42.82421179,Drip Irrigation,,Tomato
Nitrogenous,7.757441798,2.409962626,31.62170105,17.33637251,44.19831932,Canal Irrigation,,Garlic
Black lava soil,7.668138945,1.631485319,35.28362456,24.83403552,43.59584333,Sprinkler Irrigation,,Citrus
Saline,7.420847261,1.908073053,25.77163448,19.92950517,39.68675889,Canal Irrigation,,Cotton
Nitrogenous,7.375692073,2.313306819,30.22781941,23.11703569,43.51720067,Sprinkler Irrigation,,Fennel
Alkaline,7.223869374,1.451428175,41.45955633,29.33731002,34.1896709,Tube Well,,Cotton
Black lava soil,7.481053459,3.194185996,35.92128323,23.61413447,40.55899579,Canal Irrigation,,Tomato
Loamy,7.306185084,1.032517941,29.25319252,8.162611733,41.76885315,Tube Well,,Citrus
Black lava soil,8.145379212,3.293954487,24.00137367,23.49459843,37.95099378,Drip Irrigation,,Gram
Alkaline,6.942959321,1.684534583,25.28969908,17.26002091,38.92924845,Sprinkler Irrigation,,Opium
Chalky (Calcareous),6.31078417,2.096325766,31.82697121,19.80418942,36.72733215,Canal Irrigation,,Barley
Black lava soil,7.318826221,2.370911147,29.54015767,14.59042816,37.98356104,Sprinkler Irrigation,,Fennel
Black lava soil,7.59806573,1.547965855,22.25519737,21.28987991,45.51938672,Sprinkler Irrigation,,Guava
Saline,6.987985705,1.860094829,25.17731103,22.52982777,36.35863899,Canal Irrigation,,Garlic
Loamy,7.491888441,2.578416891,31.98698512,16.26272173,38.59748973,Drip Irrigation,,Wheat
Sandy,6.782045238,1.342092092,31.40504625,9.337021869,45.06318705,Sprinkler Irrigation,,Onion
Alkaline,8.094613231,2.333622574,29.85891061,26.82163122,43.31268017,Drip Irrigation,,Onion
Saline,6.957126145,2.014898083,26.79922772,27.41871955,36.32594551,Canal Irrigation,,Barley
Black lava soil,7.75807202,1.673735853,26.94411424,17.36002989,46.7653458,Drip Irrigation,,Bajra
Nitrogenous,7.624725473,2.199614096,42.46091999,18.62439286,38.41119553,Canal Irrigation,,Coriander
Saline,7.476869391,2.057050746,30.30941676,15.36223335,39.04879578,Canal Irrigation,,Fennel
Clay,7.003205242,2.067962284,30.42233393,14.65372753,44.78147501,Canal Irrigation,,Gram
Clay,7.256147314,2.537166502,32.48200059,30.3753252,45.90064087,Sprinkler Irrigation,,Tomato
Chalky (Calcareous),7.888468351,2.015238207,25.51373497,16.73524922,37.2510532,Sprinkler Irrigation,,Coriander
Clay,8.479918627,2.225306525,30.41386452,20.18391417,28.07846606,Drip Irrigation,,Fennel
Saline,7.25251726,1.751213751,35.74836009,21.48288469,46.33825756,Tube Well,,Pulses
Loamy,8.22780024,2.515826887,22.95540449,22.22447948,44.25359697,Tube Well,,Bajra
Black lava soil,6.813767226,2.161487252,29.69498014,22.50120235,37.33199847,Sprinkler Irrigation,,Wheat
Sandy,7.800366508,1.546892334,30.70989957,21.56861591,32.57697604,Sprinkler Irrigation,,Opium
Saline,7.840681163,1.423153859,33.77366649,20.99711993,42.36519141,Sprinkler Irrigation,,Bajra
Saline,8.971524168,2.36224553,41.8464365,26.97717041,41.20901036,Sprinkler Irrigation,,Opium
Loamy,7.08767483,2.351746074,29.61089282,18.62024274,38.19138082,Sprinkler Irrigation,,Bajra
Black lava soil,8.031426847,3.168913873,25.69621599,22.67103931,36.36629048,Tube Well,,Citrus
Clay,6.991207611,2.430091319,34.05130022,14.22274103,43.62540522,Tube Well,,Wheat
Saline,7.578411508,2.140615246,37.44799705,13.64818977,45.77346883,Drip Irrigation,,Fennel
Nitrogenous,7.222356949,2.213981313,38.61537359,28.19628258,30.38614114,Canal Irrigation,,Tomato
Alkaline,7.350151972,2.787937905,29.76100375,16.36612931,35.61191322,Drip Irrigation,,Coriander
Nitrogenous,7.593495105,1.97786334,26.35520375,19.05492851,40.9014744,Sprinkler Irrigation,,Pulses
Sandy,7.453181906,2.662898324,23.56418216,13.01440907,37.08200337,Canal Irrigation,,Guava
Sandy,7.196322783,1.961389477,32.12921829,22.09102878,31.11994123,Canal Irrigation,,Fennel
Clay,7.768739352,1.710770136,29.6125285,19.70784941,44.13201659,Sprinkler Irrigation,,Cumin
Nitrogenous,6.042872005,2.261611593,23.89839655,9.913306009,25.83837038,Sprinkler Irrigation,,Onion
Chalky (Calcareous),8.127259351,2.400350974,40.29922501,22.79361918,39.21761312,Drip Irrigation,,Oilseeds
Loamy,7.493347682,1.700088988,22.20606502,24.09686634,42.11944741,Tube Well,,Bajra
Chalky (Calcareous),7.090697487,2.546053392,27.26047348,13.32068798,43.6206828,Tube Well,,Gram
Saline,6.959998696,2.081398309,37.47515155,13.43515735,41.96987613,Sprinkler Irrigation,,Pomegranate
Black lava soil,7.257870824,1.977035586,29.91715795,23.41662256,42.95372168,Sprinkler Irrigation,,Fennel
Nitrogenous,6.749889069,1.610581479,36.75536446,24.43095594,39.68680211,Sprinkler Irrigation,,Pomegranate
Chalky (Calcareous),7.508806626,1.512316986,36.51753966,23.32351373,37.23539581,Canal Irrigation,,Oilseeds
Black lava soil,8.116703038,1.996155502,28.06062109,26.53036102,37.5421903,Drip Irrigation,,Gram
Loamy,7.071613953,1.72222661,31.02194516,13.98925237,38.02159644,Canal Irrigation,,Fenugreek
Alkaline,7.319980366,1.635961451,31.8667428,21.56189105,45.96367583,Canal Irrigation,,Sugarcane
Saline,7.269846619,2.515124847,28.09981577,17.9760231,45.66402349,Drip Irrigation,,Wheat
Clay,7.04359454,1.791284809,31.72026961,21.7417087,35.51084967,Tube Well,,Pulses
Clay,8.094298412,2.924681071,34.21552666,25.81419289,37.09991834,Drip Irrigation,,Citrus
Loamy,8.263406332,2.951279103,44.32606012,15.49003675,54.12110213,Sprinkler Irrigation,,Coriander
Chalky (Calcareous),8.338688544,1.597414124,35.38424072,9.151612911,34.02905299,Drip Irrigation,,Chilli
